listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,grupo_criticidade
CVI0012,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-JR-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte",2,134,3057.92,25,2729.97,2025-10,0.6207,0.2188,18,31,200.44,205.45,11,2025-10-06,1.12,ok
EAN503,Balneario_Camboriu-Centro-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,1034,3559.37,38,2916.83,2025-10,0.6774,0.2975,21,31,198.0,254.67,9,2025-10-06,1.22,ok
EPF202,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,833,2775.3,34,1835.84,2025-10,0.5806,0.2518,18,31,190.5,161.54,13,2025-10-06,1.51,ok
EVM1012,Sao_Paulo-Madalena-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Sumarezinho",3,257,0.0,79,1355.74,2025-10,0.0,0.2476,0,31,,180.82,22,2025-10-06,0.0,crítico
HAI0203,Salvador-Centro-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Centro",0,203,232.28,24,1077.87,2025-10,0.0645,0.2626,2,31,126.0,115.76,25,2025-10-06,0.22,crítico
ILC2203,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1940,4690.12,16,5851.91,2025-10,0.4583,0.4525,11,31,525.55,447.0,10,2025-10-06,0.8,berlinda
ILC2307,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",12,1745,4558.55,27,7940.49,2025-10,0.5789,0.6389,11,31,475.27,452.86,7,2025-10-06,0.57,atenção
LAR0406,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Vila Suiça",7,650,4425.26,62,4928.6,2025-10,0.5417,0.4141,13,31,486.54,431.43,7,2025-10-06,0.9,berlinda
LTT803,Balneario_Picarras-Geral-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,505,3203.29,38,1460.72,2025-10,0.6129,0.1646,19,31,198.16,160.3,10,2025-10-06,2.19,meta_subestimada
MHF0904,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,328,2618.09,8,2301.25,2025-10,0.5161,0.3219,16,31,190.19,187.0,13,2025-10-06,1.14,ok
PEA1301,Florianopolis-Itacorubi-apartamento-SUP-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",1,524,2970.75,13,2752.35,2025-10,0.3333,0.2248,10,31,267.3,248.81,16,2025-10-06,1.08,berlinda
PSO0310,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",1,91,3088.96,13,1489.07,2025-10,0.6,0.4061,18,31,199.94,151.55,11,2025-10-06,2.07,meta_subestimada
PSO0606,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,98,3062.51,13,1489.07,2025-10,0.7097,0.4061,22,31,161.5,161.88,8,2025-10-06,2.06,meta_subestimada
PST1409,Florianopolis-Itacorubi-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",3,12,1278.54,21,2448.53,2025-10,0.3214,0.3258,9,31,188.44,204.32,19,2025-10-06,0.52,atenção
RJI011,Ubatuba-Itagua-apartamento-JR-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá",0,723,2383.72,102,2043.83,2025-10,0.4194,0.2667,13,31,232.31,215.33,12,2025-10-06,1.17,ok
SIR0501,Itapema-Praia_Itapema-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",3,370,3849.1,15,3385.55,2025-10,0.8571,0.2893,24,31,240.5,150.75,4,2025-10-06,1.14,ok
SKL1604,Penha-Praia-apartamento-SUP-2Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",3,100,3681.86,48,3004.58,2025-10,0.7143,0.3319,20,31,233.14,194.33,6,2025-10-06,1.23,ok
SOL0404,Salvador-Costa_Azul-apartamento-SUP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Costa Azul",0,135,803.58,26,1405.86,2025-10,0.2258,0.2619,7,31,143.86,138.35,20,2025-10-06,0.57,atenção
VNT1011,Sao_Paulo-Pompeia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Perdizes",0,139,1326.54,60,1683.21,2025-10,0.1935,0.2683,6,31,261.0,185.0,19,2025-10-06,0.79,atenção
BER0202,Maceio-Jatiuca-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,7,2851.15,56,2722.97,2025-10,0.6774,0.4805,21,31,154.9,163.1,10,2025-10-06,1.05,berlinda
CET1604,Balneario_Camboriu-Centro-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",8,392,4177.47,26,3347.01,2025-10,0.7391,0.3586,17,31,290.88,272.5,6,2025-10-06,1.25,ok
CPN0303,Florianopolis-Centrao-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,145,4512.98,11,2856.85,2025-10,0.5484,0.2462,17,31,383.47,329.17,12,2025-10-06,1.58,ok
EKD0397,Balneario_Picarras-Geral-casa-TOP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Centro",3,70,4428.01,7,3406.38,2025-10,1.0,0.1707,28,31,196.04,,0,2025-10-06,1.3,ok
EME0218,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Noroeste",0,399,3354.98,91,2189.81,2025-10,0.6452,0.4281,20,31,203.6,178.18,11,2025-10-06,1.53,ok
IFT1405,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,309,0.0,24,2235.56,2025-10,0.0,0.2856,0,31,,320.0,25,2025-10-06,0.0,crítico
ILC3505,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1507,9707.29,27,7940.49,2025-10,0.6452,0.6389,20,31,554.75,538.78,9,2025-10-06,1.22,ok
MMD0604,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",0,131,2575.71,18,1953.07,2025-10,0.4516,0.2784,14,31,211.64,184.47,17,2025-10-06,1.32,ok
OMC1303,Itapema-Praia_Centro-apartamento-JR-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,140,1890.83,11,1806.35,2025-10,0.4839,0.241,15,31,163.2,126.0,16,2025-10-06,1.05,berlinda
PGO0205,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",0,296,2730.45,22,1190.09,2025-10,0.6452,0.2167,20,31,148.9,170.5,8,2025-10-06,2.29,meta_subestimada
PSO1006,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,65,2940.57,13,1489.07,2025-10,0.6774,0.4061,21,31,171.9,164.89,9,2025-10-06,1.97,ok
PSOB0512,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,68,2516.88,13,1489.07,2025-10,0.5484,0.4061,17,31,170.65,158.23,13,2025-10-06,1.69,ok
RBM207,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Vila Nova",5,828,2957.44,80,3073.04,2025-10,0.3077,0.3415,8,31,400.0,400.0,13,2025-10-06,0.96,berlinda
RLZ0301,Florianopolis-Itacorubi-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",1,125,1274.54,13,2752.35,2025-10,0.2,0.2248,6,31,290.33,274.95,20,2025-10-06,0.46,crítico
SMT0529,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Armação",0,181,1422.03,11,2062.95,2025-10,0.3226,0.4137,10,31,180.2,201.59,17,2025-10-06,0.69,atenção
VAC0201,Barra_Velha-Tabuleiro-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",0,405,1218.21,43,1343.08,2025-10,0.3226,0.1318,10,31,137.7,160.4,20,2025-10-06,0.91,berlinda
VST028,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,145,1219.62,32,1199.53,2025-10,0.1613,0.0877,5,31,312.2,195.68,22,2025-10-06,1.02,berlinda
ATP0008,Porto_Seguro-Pitinga-casa-SUP-4Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial D ajuda",22,141,3754.69,10,4751.89,2025-10,0.8889,0.2401,8,31,613.75,,0,2025-10-06,0.79,atenção
BIO0079,Camaçari-Itacimirim-apartamento-SUP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Itacimirim",5,113,0.0,16,4400.31,2025-10,0.0,0.2706,0,31,,,0,2025-10-06,0.0,crítico
CMT0404,Florianopolis-UFSC-apartamento-SUP-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",0,229,3093.45,13,2752.35,2025-10,0.4194,0.248,13,31,303.92,274.0,14,2025-10-06,1.12,ok
DPR0007,Balneario_Camboriu-Sul-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra",0,218,499.8,120,2290.87,2025-10,0.129,0.3021,4,31,147.0,144.19,21,2025-10-06,0.22,crítico
EDA0001,Curitiba-Centro-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Centro",0,76,0.0,247,1872.53,2025-10,0.0,0.3875,0,31,,333.0,25,2025-10-06,0.0,crítico
FUA0004,Ubatuba-Praia_do_Lazaro-apartamento-JR-1Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Lázaro Praia Domingos Dias",31,2,0.0,19,2062.95,2025-10,,0.297,0,31,,,0,2025-10-06,0.0,crítico
GBL601,Itapema-Praia_Centro-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Centro",6,617,2390.51,14,2034.58,2025-10,0.76,0.2033,19,31,176.68,151.5,6,2025-10-06,1.17,ok
GOS1007,Porto_Alegre-Auxiliadora-apartamento-TOP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Auxiliadora",0,799,918.0,32,2067.63,2025-10,0.1935,0.388,6,31,200.0,208.25,20,2025-10-06,0.44,crítico
GRI1305,Itapema-Praia_Itapema-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",0,121,1258.0,15,3385.55,2025-10,0.1613,0.2893,5,31,296.0,296.0,24,2025-10-06,0.37,crítico
HIN0117,Brasilia-Asa_Norte-apartamento-JR-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,265,935.7,136,1953.8,2025-10,0.1935,0.4715,6,31,177.0,201.61,23,2025-10-06,0.48,crítico
ILC4104,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,974,6331.12,16,5851.91,2025-10,0.5714,0.4525,16,31,468.45,404.86,7,2025-10-06,1.08,berlinda
MHF1609,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",6,386,0.0,8,2155.64,2025-10,0.0,0.1674,0,31,,290.0,19,2025-10-06,0.0,crítico
MSSO0902,Goiania-Leste-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",0,736,517.6,14,2360.13,2025-10,0.0968,0.3069,3,31,199.0,210.71,24,2025-10-06,0.22,crítico
NWC1510,Curitiba-Centro-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Centro",0,49,897.72,247,1872.53,2025-10,0.1935,0.3875,6,31,201.83,163.23,22,2025-10-06,0.48,crítico
OKA204,Florianopolis-Campeche-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",2,1042,3273.99,24,2018.03,2025-10,0.6207,0.3815,18,31,212.56,244.38,8,2025-10-06,1.62,ok
PRB0405,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,230,4781.37,15,5241.92,2025-10,0.5161,0.3487,16,31,373.19,321.5,12,2025-10-06,0.91,berlinda
PSO0708,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,105,2360.09,13,1489.07,2025-10,0.4516,0.4061,14,31,182.86,152.19,16,2025-10-06,1.58,ok
QUI0090,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, Centro",0,243,2245.47,22,1190.09,2025-10,0.4839,0.2167,15,31,172.4,160.21,14,2025-10-06,1.89,ok
SMA0107,Salvador-Pituba_Praia-apartamento-SUP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Amaralina",1,34,1426.61,14,1632.0,2025-10,0.3333,0.3412,10,31,180.2,155.5,16,2025-10-06,0.87,berlinda
TPS310,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",5,996,1685.41,23,2723.4,2025-10,0.5,0.4492,13,31,149.23,167.0,11,2025-10-06,0.62,atenção
VLO0514,Florianopolis-Jurere_Longe-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,323,2721.52,12,3255.03,2025-10,0.4643,0.3927,13,31,284.85,347.8,15,2025-10-06,0.84,berlinda
BSO0106,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,167,2797.9,12,1735.76,2025-10,0.6129,0.3561,19,31,182.74,157.91,11,2025-10-06,1.61,ok
BSO0207,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,161,2104.85,12,1735.76,2025-10,0.5161,0.3561,16,31,155.19,133.29,14,2025-10-06,1.21,ok
CGR209,Gramado-Geral-apartamento-JR-1Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Vila Suiça",0,862,768.0,63,2219.01,2025-10,0.2258,0.3094,7,31,118.14,166.57,23,2025-10-06,0.35,crítico
EAR0411,Florianopolis-Ingleses_Norte-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",1,287,7760.93,10,3389.83,2025-10,1.0,0.2535,30,31,498.4,,0,2025-10-06,2.29,meta_subestimada
ELR0507,Maceio-Ponta_Verde-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,7,2249.49,105,3386.4,2025-10,0.5161,0.5113,16,31,207.94,198.53,15,2025-10-06,0.66,atenção
ENU011,Ubatuba-Praia_Grande-apartamento-JR-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Praia Grande",0,537,4940.96,155,3678.89,2025-10,0.8387,0.3749,26,31,243.42,267.4,5,2025-10-06,1.34,ok
HPN707,Porto_Alegre-Cidade_Baixa-apartamento-JR-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Farroupilha",0,400,0.0,30,1317.05,2025-10,0.0,0.3984,0,31,,126.56,25,2025-10-06,0.0,crítico
LBM306,Florianopolis-Canasvieiras_Perto-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",31,1016,0.0,18,2655.03,2025-10,,0.2679,0,31,,,0,2025-10-06,0.0,crítico
NWT0816,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,155,3932.77,30,4057.04,2025-10,0.5161,0.5207,16,31,276.31,286.83,12,2025-10-06,0.97,berlinda
RGF0711,Salvador-Flamengo-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã",0,62,3423.13,27,2455.83,2025-10,0.6774,0.3651,21,31,190.19,179.0,10,2025-10-06,1.39,ok
RPF0605,Porto_Alegre-Menino_Deus-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Azenha",3,190,1726.56,39,1377.15,2025-10,0.4286,0.2797,12,31,170.17,171.54,13,2025-10-06,1.25,ok
RVG208,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",6,1770,3098.62,34,2143.1,2025-10,0.64,0.2447,16,31,244.75,225.13,8,2025-10-06,1.45,ok
SCO0008,Florianopolis-Campeche-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,141,1847.88,23,1871.07,2025-10,0.5806,0.3879,18,31,163.11,134.38,13,2025-10-06,0.99,berlinda
VLL0101,Marau-Barra_Grande-apartamento-TOP-3Q,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande",4,132,963.78,8,4292.03,2025-10,0.1111,0.2534,3,31,420.0,420.0,18,2025-10-06,0.22,crítico
CCS201,Florianopolis-Campeche_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",1,980,1819.09,60,2725.1,2025-10,0.4333,0.3948,13,31,165.08,169.6,15,2025-10-06,0.67,atenção
CEV1106,Balneario_Camboriu-Intermediario-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,456,2361.56,44,1781.05,2025-10,0.6452,0.3088,20,31,139.35,160.1,10,2025-10-06,1.33,ok
COS302,Florianopolis-Jurere_Tradicional-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",6,1556,4243.98,19,4524.55,2025-10,0.72,0.3477,18,31,289.56,300.14,7,2025-10-06,0.94,berlinda
CPM0303,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,155,2055.54,358,2606.12,2025-10,0.3871,0.3837,12,31,200.83,207.37,19,2025-10-06,0.79,atenção
EDG402,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,929,4423.08,34,1835.84,2025-10,0.8065,0.2518,25,31,197.8,187.0,6,2025-10-06,2.41,meta_subestimada
EGI001,Imbituba-Praia_do_Rosa-casa-TOP-3Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",9,748,3884.91,12,4367.46,2025-10,0.5455,0.2808,12,31,375.25,351.0,9,2025-10-06,0.89,berlinda
ELF0407,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",0,141,589.62,17,1485.18,2025-10,0.0968,0.1624,3,31,228.0,237.5,24,2025-10-06,0.4,crítico
ERG605,Balneario_Camboriu-Norte-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,1128,2172.36,16,3126.41,2025-10,0.4194,0.3514,13,31,210.38,187.61,18,2025-10-06,0.69,atenção
EST0301,Itapema-Meia_Praia-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",5,155,450.58,15,2170.35,2025-10,0.0769,0.1713,2,31,250.0,218.71,21,2025-10-06,0.21,crítico
JAS0003,Florianopolis-Lagoa-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,134,2076.11,16,1252.09,2025-10,0.6129,0.2159,19,31,154.26,140.17,6,2025-10-06,1.66,ok
JBV433,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1349,9009.39,24,5125.13,2025-10,0.9032,0.4414,28,31,400.46,345.33,3,2025-10-06,1.76,ok
MDO201,Florianopolis-Jurere_Tradicional-apartamento-JR-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,910,3155.18,14,3831.51,2025-10,0.5484,0.2516,17,31,257.65,211.85,13,2025-10-06,0.82,berlinda
MHF1702,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,455,3812.24,8,2155.64,2025-10,0.6452,0.1674,20,31,234.0,274.64,11,2025-10-06,1.77,ok
MHF1907,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",1,328,4047.77,8,2301.25,2025-10,0.8,0.3219,24,31,217.88,176.0,6,2025-10-06,1.76,ok
NWT0518,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",19,309,559.06,30,4057.04,2025-10,0.1667,0.5207,2,31,300.0,280.0,7,2025-10-06,0.14,crítico
OCB0204,Salvador-Barra-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,76,1295.41,91,3051.14,2025-10,0.129,0.4037,4,31,171.22,191.2,20,2025-10-06,0.42,crítico
OKA111,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,1022,3940.3,18,1754.28,2025-10,0.8387,0.3095,26,31,192.15,232.4,5,2025-10-06,2.25,meta_subestimada
PTR0012,Porto_Seguro-Pataxos-apartamento-JR-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",6,225,3978.35,13,3553.98,2025-10,0.72,0.3373,18,31,299.67,246.67,6,2025-10-06,1.12,ok
RFM0035,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,210,2044.75,34,2943.99,2025-10,0.4194,0.4113,13,31,194.69,285.06,18,2025-10-06,0.69,atenção
RUP1005,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",1,461,5434.93,69,6919.81,2025-10,0.3667,0.4574,11,31,561.91,252.07,14,2025-10-06,0.79,atenção
SSG0225,Florianopolis-UFSC-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",0,890,0.0,17,1549.41,2025-10,0.0,0.2857,0,31,,278.04,25,2025-10-06,0.0,crítico
SSL303,Florianopolis-Itacorubi-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",0,786,3645.38,13,2752.35,2025-10,0.4839,0.2248,15,31,335.67,283.0,13,2025-10-06,1.32,ok
TCO1216,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,468,1882.47,71,1060.84,2025-10,0.5484,0.3052,17,31,136.29,125.43,14,2025-10-06,1.77,ok
TFL002,Florianopolis-UFSC-casa-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira",0,365,1823.07,14,1564.34,2025-10,0.5806,0.4312,18,31,111.17,99.91,11,2025-10-06,1.17,ok
TXP1410,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,748,1442.99,136,993.18,2025-10,0.3226,0.2493,10,31,163.9,200.1,20,2025-10-06,1.45,ok
VBX1518,Sao_Paulo-Vila_Olimpia-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia",0,321,2120.98,86,4348.39,2025-10,0.2581,0.3946,8,31,309.5,323.52,21,2025-10-06,0.49,crítico
VNU1405,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",0,250,1120.56,513,2208.72,2025-10,0.2258,0.3853,7,31,170.86,179.83,18,2025-10-06,0.51,atenção
VST034,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,203,3087.97,32,1199.53,2025-10,0.4516,0.0877,14,31,268.21,199.36,14,2025-10-06,2.57,meta_subestimada
VTD0703,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",2,106,2460.88,32,1791.73,2025-10,0.5172,0.3064,15,31,199.47,197.0,13,2025-10-06,1.37,ok
ASK001,Florianopolis-Itacorubi-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Santa Mônica",1,1070,1528.11,11,1386.88,2025-10,0.4667,0.4816,14,31,119.14,118.38,16,2025-10-06,1.1,ok
CCS0205,Florianopolis-Campeche_Praia-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,586,2595.14,16,2884.75,2025-10,0.6129,0.3538,19,31,185.05,187.75,8,2025-10-06,0.9,berlinda
DLH0105,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",0,420,7364.63,62,4928.6,2025-10,0.6129,0.4141,19,31,508.63,409.22,9,2025-10-06,1.49,ok
HAI406,Salvador-Centro-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Centro",0,429,872.85,24,1077.87,2025-10,0.1935,0.2626,6,31,171.67,120.05,19,2025-10-06,0.81,berlinda
ILC2108,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1769,5319.73,27,7940.49,2025-10,0.4583,0.6389,11,31,605.91,486.64,11,2025-10-06,0.67,atenção
JBV106,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1667,8194.65,24,5125.13,2025-10,0.9355,0.4414,29,31,368.41,298.0,2,2025-10-06,1.6,ok
JFM0062,Florianopolis-Beira_Mar-apartamento-JR-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",3,204,2367.9,65,3149.76,2025-10,0.4286,0.3324,12,31,231.0,213.54,13,2025-10-06,0.75,atenção
