listing,carteira,estado,cidade,Bairro
CCL0004,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Barra de Jacuípe"
CCL0010,Carteira 4,BA,"Camaçari, BA","Camaçari, BA, Barra de Jacuípe"
CCM0008,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Campo Grande"
CCM004,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Canto Grande"
CCP0207,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
CCR0022,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Praia de Taperapuã"
CCS0205,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
CCS201,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
CCU203,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava"
CDA1647,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Santo Antônio de Lisboa"
CDL0002,Carteira 1,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CDL0004,Carteira 1,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CDL0005,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CDN101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Morro das Pedras"
CDN206,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
CDO009,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda"
CDP025,Carteira 3,SC,"Itapema, SC","Itapema, SC, Canto da Praia"
CDR103,Carteira 6,RS,"Gramado, RS","Gramado, RS, Planalto"
CDS0401,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurere Internacional"
CDS106,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
CDT0011,Carteira 6,SP,"Ubatuba, SP","Ubatuba, SP, Toninhas"
CDV042,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Estufa II"
CEB0504,Carteira 6,SC,"Joinville, SC","Joinville, SC, Costa e Silva"
CEC0404,Carteira 6,ES,"Guarapari, ES","Guarapari, ES, Centro"
CEE202,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Foguete"
CEG0202,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
CEH014,Carteira 6,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá"
CEI0304,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Independência"
CEL403,Carteira 3,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
CEM0910,Carteira 6,SP,"Santos, SP","Santos, SP, Gonzaga"
CEN0035,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Auxiliadora"
CEO0104,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia"
CEP093,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
CER604,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Azenha"
CERA073,Carteira 6,SP,"Santos, SP","Santos, SP, Gonzaga"
CES0402,Carteira 6,BA,"Salvador, BA","Salvador, BA, Pituba"
CET1604,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
CET1702,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
CET602,Carteira 3,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
CET603,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
CET802,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
CEV1106,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
CEV2304,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
CFA0206,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
CFR0209,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Portinho"
CFR2081,Carteira 6,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Portinho"
CFR2101,Carteira 6,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Portinho"
CFV201,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Saco dos Limões"
CFY1320,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Indianópolis"
CGF135,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista"
CGL0515,Carteira 6,RJ,"Petrópolis, RJ","Petrópolis, RJ, Itaipava"
CGPB0103,Carteira 4,AL,"Porto de Pedras, AL","Porto de Pedras, AL, Patacho"
CGPC001,Carteira 4,AL,"Porto de Pedras, AL","Porto de Pedras, AL, PRAIA DO PATACHO"
CGR209,Carteira 4,RS,"Gramado, RS","Gramado, RS, Vila Suiça"
CGS0002,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte"
CHE0401,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
CHR025,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
CHRR101,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
CHT0109,Carteira 2,DF,"Brasília, DF","Brasília, DF, Taguatinga Centro"
CHT1007,Carteira 2,DF,"Brasília, DF","Brasília, DF, Taguatinga Centro"
CIA2313,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia"
CIE0101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
CIE0202,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
CII0601,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê"
CII0602,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê"
CJE0501,Carteira 4,AL,"Maceió, AL","Maceió, AL, Jatiúca"
CJM0501,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
CKN0106,Carteira 6,RS,"Gramado, RS","Gramado, RS, Parque das Orquídeas"
CLE1202,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê"
CLE1203,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê"
CLG0001,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
CLN006,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ponta das Canas"
CLO0103,Carteira 2,DF,"Brasília, DF","Brasília, DF, Lago Norte"
CLR0211,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte"
CLR314,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte"
CMC101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
CME0107,Carteira 4,RJ,"Petrópolis, RJ","Petrópolis, RJ, Itaipava"
CMH0202,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
CMH0401,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
CMI0301,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
CML0304,Carteira 4,BA,"Salvador, BA","Salvador, BA, Pituba"
CMM0606,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira"
CMP0002,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
CMR1101,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
CMR204,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
CMR401,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
CMT0404,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
CMV004,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CNA001,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA002,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA003,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA004,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA005,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA006,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA007,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA008,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA009,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA010,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA011,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA012,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA013,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA014,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNA015,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB001,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB002,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB003,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB004,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB005,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB006,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB007,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB008,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB009,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB010,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB011,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB012,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CNB013,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa"
CND0204,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ponta das Canas"
CNT303,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade"
CNU104,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
CNU202,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
COA0314,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte"
COE0406,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros"
COI203,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava"
COI302,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava"
COL102,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
COM305,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
CON0101,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia"
CON1206,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Partenon"
CON1506,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Partenon"
CON1819,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Partenon"
CON408,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Partenon"
COR0403,Carteira 4,AL,"Maceió, AL","Maceió, AL, Jatiúca"
COS302,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
COT0081,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros"
CPA202,Carteira 6,RS,"Canela, RS","Canela, RS, Centro"
CPE203,Carteira 3,SC,"Itapema, SC","Itapema, SC, Meia Praia"
CPI0208,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, Centro"
CPJ0404,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
CPJ504,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
CPJR304,Carteira 3,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
CPK0803,Carteira 2,BA,"Porto Seguro, BA","Ilhéus, BA, Nossa Senhora da Vitória"
CPK1009,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
CPL025,Carteira 4,RS,"Canela, RS","Canela, RS, Centro"
CPLR402,Carteira 6,RS,"Canela, RS","Canela, RS, Centro"
CPM1110,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros"
CPM0303,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros"
CPN0002,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
CPN0303,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
CPR0025,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CPR0101,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CPR0102,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CPR0104,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CPR0106,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CPR0107,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CPR0108,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CPR0201,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CPR0202,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CPR0206,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CPR0207,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CPS107,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
CPS207,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
CPV002,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraiso dos Pataxos"
CQS0004,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Itacimirim"
CQS0011,Carteira 4,BA,"Camaçari, BA","Camaçari, BA, Itacimirim"
CQS0016,Carteira 4,BA,"Camaçari, BA","Camaçari, BA, Itacimirim"
CRA304,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, mariscal"
CRB0601,Carteira 3,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
CRD0101,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
CRE002,Carteira 6,RJ,"Petrópolis, RJ","Petrópolis, RJ, Itaipava"
CRG025,Carteira 6,RJ,"Armação dos Búzios, RJ","Armação dos Búzios, RJ, Manguinhos"
CRG209,Carteira 6,RJ,"Armação dos Búzios, RJ","Armação dos Búzios, RJ, Manguinhos"
CRI0301,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Ribeirão da Ilha"
CRJ101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
CRJ106,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
CRL001,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
CRM0201,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canto da Lagoa"
CRM0212,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canto da Lagoa"
CRN0705,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César"
CRO206,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
CRR201,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Ribeirão da Ilha"
CRS0003,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Barra da Lagoa"
CRS0004,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Barra da Lagoa"
CRU014,Carteira 6,RJ,"Armação dos Búzios, RJ","Armação dos Búzios, RJ, Loteamento Portal da Ferradura"
CRVA0007,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
CSA0106,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
CSCA1110,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
CSCD0013,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
CSCG0110,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
CSD0101,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
CSD0302,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
CSD0403,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
CSD301,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
CSE0102,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
CSF0202,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra"
CSG305,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
CSI0302,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Centro"
CSM0021,Carteira 4,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
CSP0407,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista"
CSP1207,Carteira 2,BA,"Salvador, BA","Salvador, BA, Caminho das Árvores"
CSRA0304,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Estreito"
CSS002,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocorói"
CSS003,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocorói"
CTA022,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava"
CTC1103,Carteira 3,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
CTD0101,Carteira 6,SC,"Penha, SC","Penha, SC, Centro"
CTD0301,Carteira 6,SC,"Penha, SC","Penha, SC, Centro"
CTD0302,Carteira 6,SC,"Penha, SC","Penha, SC, Centro"
CTD0401,Carteira 6,SC,"Penha, SC","Penha, SC, Centro"
CTD0402,Carteira 1,SC,"Penha, SC","Penha, SC, Centro"
CTI004,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTI006,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTI008,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTI010,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTI012,,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTI016,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTI018,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTI022,Carteira 6,PR,"Curitiba, PR",
CTI024,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTI026,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTI028,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTI032,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTI036,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTI038,Carteira 6,PR,"Curitiba, PR","Curitiba, PR, Uberaba"
CTM0000,Carteira 6,SC,"Garopaba, SC","Garopaba, SC, Costa Macacu"
CTP1103,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, São João"
CTR1302,Especial,SC,"Camboriú, SC","Camboriú, SC, Monte Alegre"
CUA001,Carteira 3,SC,"Urubici, SC","Urubici, SC, Área Rural"
CUP0001,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
CVA305,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
CVAB0203,Carteira 4,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte"
CVAF0220,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte"
CVB0144,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CVD405,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande"
CVE402,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro"
CVI0012,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte"
CVKB0006,Carteira 2,AL,"São Miguel dos Milagres, AL","São Miguel dos Milagres, AL, Centro"
CVMB002,Carteira 4,AL,"Porto de Pedras, AL","Porto de Pedras, AL, Porto de Pedras"
CVO010,Carteira 4,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Rio Jardim"
CVP0015,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
CVPA103,Carteira 2,AL,"Porto de Pedras, AL","Porto de Pedras, AL, Patacho"
CVPE102,Carteira 4,AL,"Porto de Pedras, AL","Porto de Pedras, AL, Centro"
CVPF0002,Carteira 4,AL,"Porto de Pedras, AL","Porto de Pedras, AL, PORTO DE PEDRAS"
CVPF102,Carteira 2,AL,"Porto de Pedras, AL","Porto de Pedras, AL, PORTO DE PEDRAS"
CVPG102,Carteira 4,AL,"Porto de Pedras, AL","Porto de Pedras, AL, PORTO DE PEDRAS"
CVV0009,Carteira 4,BA,"Ilhéus, BA","Ilhéus, BA, Olivença"
CSF0303,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra"
CWS201,Carteira 6,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga"
CWS203,Carteira 6,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Centro"
CZZ0406,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
CZZ0507,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
CZZ0405,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
CZZ0302,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
CZZ0304,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
CZZ0402,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
CZZ0403,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
CZZ0404,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
CZZ0503,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
CZZ0504,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
CZZ0505,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
CZZ0508,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
CZZ0602,Especial,SC,"Urubici, SC","Urubici, SC, Centro"
DAC0402,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Estreito"
DAL207,Carteira 4,RS,"Canela, RS","Canela, RS, São José"
DAL211,Carteira 6,RS,"Canela, RS","Canela, RS, São José"
DAL221,Carteira 4,RS,"Canela, RS","Canela, RS, São José"
DAL312,Carteira 4,RS,"Canela, RS","Canela, RS, São José"
DAM0104,Carteira 3,SC,"Itapema, SC","Itapema, SC, Itapema"
DBC0701,Carteira 3,SC,"Itapema, SC","Itapema, SC, Castelo Branco"
DBR0805,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes"
DBT0405,Carteira 6,SC,"Blumenau, SC","Blumenau, SC, Vila Nova"
DCL012,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Menino Deus"
DDL0206,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
DET0024,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição"
DGC403,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
DIA0004,Carteira 2,BA,"Salvador, BA","Salvador, BA, Stella Maris"
DIO1602,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pompeia"
DJB0025,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Santinho"
DJB2064,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Santinho"
DJBR2065,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Santinho"
DLH0103,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
DLH0105,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
DLH0201,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
DLH0202,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
DLH0204,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
DLH0205,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
DLH0206,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
DLH0302,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
DLH0303,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
DLH0306,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
DLH0501,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
DLZ0302,,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
DME025,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
DME619,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
DMN0212,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Vila Mariana"
DMS0106,Carteira 4,RS,"Gramado, RS","Gramado, RS, Bairro Belverede"
DMS0104,Carteira 4,RS,"Gramado, RS","Gramado, RS, Bairro Belverede"
DMS0107,Carteira 4,RS,"Gramado, RS","Gramado, RS, Bairro Belverede"
DMS0203,Carteira 4,RS,"Gramado, RS","Gramado, RS, Bairro Belverede"
DMS0304,Carteira 4,RS,"Gramado, RS","Gramado, RS, Bairro Belverede"
DNAB1503,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
DNAG1702,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
DNAG0706,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
DNAG1503,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
DNAG1701,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
DNL0602,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia"
DOA0002,Carteira 6,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Peró"
DON0504,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
DOV102,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
DOV108,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses"
DPA210,Carteira 1,DF,"Brasília, DF","Brasília, DF, Guará"
DPAC0116,Carteira 1,DF,"Brasília, DF","Brasília, DF, Águas Claras"
DPR0001,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra"
DPR0002,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra"
DPR0003,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra"
DPR0004,Carteira 3,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra"
DPR0005,Carteira 3,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra"
DPR0006,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra"
DPR0007,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra"
DPR0008,Carteira 3,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra"
